id," ""timestamp"""," ""lon"""," ""lat"""," ""tweet"""," ""user_id"""," ""rtwts"""," ""fvrts"""," ""application"""," ""source"""
696748471697543168,1454970755,-73.99225325,40.70429361,A perfect day to take a ride. 😊 #newyork #newyorkcity #ny #nyc #brooklyn #brooklynbridge… https://t.co/9X7Npa9UFw,74176662,,,,C_2016_02_08.db
663036103646162944,1446933100,-74.00535848,40.7877427,"I'm at Denise &amp; Chris's Apartment in West New York, NJ https://t.co/CfCWMg8FKi",34375200,,,,twitter1.db
674598305704321024,1449689744,-73.97891732,40.75882475,What do I want for xmas ? Based on this picture... I guess sleep. @ Rockefeller Center https://t.co/SQforBFdBu,138747118,,,,twitter1.db
696224882397474816,1454845921,-74.00385195,40.73756978,I love #NYC My friends Malano and Amber meet me at the #CubbyHole in… https://t.co/Ir5nuEld3n,21791930,,,,DO_2016_02_07_twitter.db
675850192114081792,1449988217,-73.97638889,40.66888889,"First batch of my handmade, super moisturizing shea butter oatmeal soap #organic #soapmaking… https://t.co/IJUtEIHcRf",3361757393,,,,twitter1.db
668621975221370880,1448264875,-73.97973236,40.75987675,"It's the most wonderful time of the year...
#welcomechristmasto… https://t.co/eXA6L1v8Qd",59350126,,,,twitter1.db
675459322063687681,1449895026,-73.949773,40.767687,Update: Accident on #FranklinDRooseveltDrive NB at 75 Street https://t.co/2JiM32fXWm,50706690,,,,twitter1.db
664197336629911553,1447209959,-74.0647,40.7114,Sat down for a cappuccino while wasting time....this is just cruel and taunting. #wanderlust… https://t.co/ocVnN5DWwV,1447643798,,,,twitter1.db
669740329369780224,1448531512,-73.95,40.65,"#mood cause it's Thanksgiving tomorrowwwwwwe 🙃😬🤗 @ Brooklyn, New York https://t.co/879eRa67U1",44729085,,,,twitter1.db
677269365872459776,1450326574,-74.00845562,40.74820247,🎳🎳🎳 @ Chelsea Piers https://t.co/BzaLL7OVXj,120641535,,,,twitter1.db
671890189875347456,1449044079,-73.9426222,40.7395023,@sugardaddysnyc tonight @ Sugardaddys Gentlemens Club https://t.co/LWDOwT87EG,931144800,,,,twitter1.db
671466028006825984,1448942950,-73.9965286,40.7403374,Very cool art at @gallery_151! Thank you to Gallery 151 and Alfa for hosting our #thanksforgiving… https://t.co/Vi76pVx3nM,44139800,,,,twitter1.db
673490369665978368,1449425591,-74.1044846,40.6451759,"My Deli, All Tire Co., Parked Cars and Houses, Targee Street Triangle, Staten Island… https://t.co/ePfc3LZn17",59172180,,,,twitter1.db
672787018976378881,1449257899,-73.96888733,40.71249202,"1,001 reason why you need this #membersonly Stripped sweater! 💯 @ Williamsburg Bridge https://t.co/y8cLjmn6qs",462078379,,,,twitter1.db
672466039544766464,1449181372,-73.9662495,40.7834345,"This #Education #job might be a great fit for you: ACT Instructor-Manhattan, NY - https://t.co/53S8aYlNb1 #Manhattan, NY #Hiring #CareerArc",21800431,,,,twitter1.db
701141320623063040,1456018092,-74.0059731,40.7143528,"RR Donnelley: Research Support Officer* (#NewYork, New York) https://t.co/8XA2yNRN56 #Database #Job #Jobs #Hiring",4813269505,0.0,0.0,TweetMyJOBS,DO2_2016-02-19 14:09
669157573644431360,1448392572,-73.86970711,40.74919647,Cathay Pacific Cargo super take off 😱💥😈🚀 @ JFK Airport Terminal 8 https://t.co/Vkpf2QjEGM,61917411,,,,twitter1.db
669827797758681088,1448552366,-73.985131,40.758895,공간과 공간의 공기 그리고 살아 있는 공간. #NY #Architecture #Aesthetics #Street #Urban #Mood #City #Lines #Gil #Days… https://t.co/2TNAQf7QYJ,158763420,,,,twitter1.db
672915763615920128,1449288594,-73.94889717,40.80812285,Back by popular demand. 2nd viewing  of my film #myauthenticself @lewisplong in #harlem #newyork.… https://t.co/UtymRslMr1,956590554,,,,twitter1.db
668078909791965186,1448135399,-74.0270745,40.744052,"Can you recommend anyone for this #job? Driver Helper - https://t.co/Ae1q6LqZ5Y #HOBOKEN, NJ #Transportation #Hiring #CareerArc",23494113,,,,twitter1.db
